AGE,YOJ,INCOME,TRAVTIME,CAR_USE,BLUEBOOK,CAR_TYPE,RED_CAR,MVR_PTS,CAR_AGE,URBANICITY,RISK_VALUE
51.0,11.0,66296.0,58,Commercial,8970.0,Pickup,yes,0,1.0,Highly Urban/ Urban,6
40.0,9.0,56626.0,27,Private,11160.0,SUV,no,4,1.0,Highly Urban/ Urban,6
47.0,9.0,2400.0,32,Private,2860.0,SUV,no,0,6.0,Highly Rural/ Rural,5
60.0,10.0,105600.0,37,Private,10420.0,SUV,no,3,1.0,Highly Urban/ Urban,7
47.0,12.0,112366.0,10,Private,17440.0,Minivan,yes,5,18.0,Highly Urban/ Urban,8
39.0,9.0,35366.0,30,Private,6790.0,SUV,no,0,9.0,Highly Rural/ Rural,5
48.0,11.0,84042.0,55,Private,10320.0,SUV,no,2,20.0,Highly Urban/ Urban,7
38.0,14.0,50104.0,44,Private,10310.0,SUV,no,5,12.0,Highly Urban/ Urban,5
46.0,5.0,17991.0,61,Private,3300.0,Sports Car,no,0,4.0,Highly Rural/ Rural,6
52.0,10.0,46183.0,5,Private,11320.0,Pickup,no,0,18.0,Highly Urban/ Urban,7
25.0,0.0,0.0,27,Commercial,5950.0,SUV,no,3,1.0,Highly Urban/ Urban,5
47.0,0.0,0.0,33,Private,15420.0,SUV,no,0,1.0,Highly Urban/ Urban,5
44.0,11.0,75161.0,48,Private,11220.0,SUV,no,5,19.0,Highly Urban/ Urban,8
39.0,13.0,51981.0,59,Commercial,5400.0,SUV,no,0,8.0,Highly Rural/ Rural,6
37.0,11.0,5590.0,27,Commercial,24770.0,Panel Truck,yes,0,1.0,Highly Urban/ Urban,5
52.0,12.0,143073.0,30,Private,16930.0,SUV,no,0,10.0,Highly Urban/ Urban,5
51.0,12.0,66804.0,21,Private,21460.0,Van,no,6,7.0,Highly Urban/ Urban,6
36.0,9.0,12546.0,22,Private,1500.0,Minivan,yes,0,1.0,Highly Urban/ Urban,4
50.0,14.0,49256.0,34,Commercial,11430.0,Pickup,no,2,1.0,Highly Urban/ Urban,5
47.0,12.0,78438.0,18,Private,15810.0,Minivan,yes,0,11.0,Highly Urban/ Urban,5
43.0,3.0,154611.0,30,Private,21260.0,Van,yes,0,19.0,Highly Urban/ Urban,8
52.0,10.0,32028.0,41,Private,14860.0,SUV,no,4,1.0,Highly Urban/ Urban,6
45.0,11.0,49957.0,22,Commercial,18710.0,Van,yes,1,2.0,Highly Urban/ Urban,5
32.0,14.0,86539.0,42,Private,13350.0,SUV,no,0,19.0,Highly Urban/ Urban,7
49.0,13.0,30644.0,32,Private,9460.0,SUV,no,5,10.0,Highly Urban/ Urban,4
37.0,9.0,38200.0,51,Commercial,11200.0,Pickup,yes,1,8.0,Highly Urban/ Urban,7
49.0,11.0,0.0,21,Private,10130.0,SUV,no,0,1.0,Highly Urban/ Urban,5
28.0,11.0,12891.0,10,Commercial,26350.0,Pickup,no,4,5.0,Highly Urban/ Urban,5
41.0,9.0,101337.0,36,Commercial,11630.0,Pickup,no,0,6.0,Highly Urban/ Urban,8
41.0,14.0,7863.0,20,Private,5300.0,SUV,no,0,6.0,Highly Urban/ Urban,5
66.0,15.0,90934.0,32,Private,21250.0,Sports Car,no,1,17.0,Highly Urban/ Urban,8
44.0,12.0,32633.0,8,Commercial,9160.0,Pickup,no,0,1.0,Highly Rural/ Rural,4
38.0,15.0,23297.0,58,Private,7630.0,SUV,no,6,1.0,Highly Rural/ Rural,4
48.0,8.0,66702.0,24,Private,15580.0,SUV,no,0,21.0,Highly Rural/ Rural,7
58.0,16.0,100958.0,20,Private,18170.0,Minivan,yes,1,14.0,Highly Urban/ Urban,6
45.0,13.0,69158.0,24,Private,22680.0,Minivan,yes,5,16.0,Highly Urban/ Urban,7
37.0,0.0,0.0,54,Commercial,20590.0,Pickup,no,1,1.0,Highly Rural/ Rural,5
45.0,15.0,24101.0,47,Private,8410.0,SUV,no,0,7.0,Highly Rural/ Rural,5
49.0,11.0,62975.0,24,Private,23130.0,Pickup,no,0,3.0,Highly Urban/ Urban,5
42.0,10.0,60522.0,27,Private,19710.0,Sports Car,no,0,7.0,Highly Rural/ Rural,7
38.0,14.0,21571.0,24,Private,21990.0,Van,yes,3,1.0,Highly Urban/ Urban,4
51.0,12.0,0.0,45,Private,33800.0,Minivan,no,0,11.0,Highly Urban/ Urban,5
46.0,11.0,80183.0,25,Commercial,16870.0,SUV,no,1,8.0,Highly Urban/ Urban,7
54.0,14.0,60115.0,27,Commercial,8130.0,Pickup,yes,0,7.0,Highly Urban/ Urban,7
38.0,9.0,97608.0,81,Commercial,20160.0,Van,no,0,6.0,Highly Urban/ Urban,7
49.0,11.0,0.0,21,Private,23170.0,Minivan,no,0,18.0,Highly Rural/ Rural,5
48.0,10.0,82236.0,36,Private,16000.0,SUV,no,0,14.0,Highly Urban/ Urban,6
30.0,0.0,0.0,60,Commercial,4500.0,SUV,no,3,8.0,Highly Urban/ Urban,6
46.0,10.0,23965.0,26,Private,6300.0,Pickup,yes,0,6.0,Highly Urban/ Urban,6
39.0,11.0,0.0,23,Private,5400.0,Pickup,yes,0,20.0,Highly Urban/ Urban,6
32.0,13.0,22243.0,5,Commercial,19470.0,Pickup,no,0,10.0,Highly Urban/ Urban,4
48.0,8.0,36954.0,37,Commercial,10000.0,Pickup,yes,3,1.0,Highly Urban/ Urban,6
53.0,12.0,80329.0,45,Private,37080.0,Minivan,no,0,6.0,Highly Urban/ Urban,7
55.0,8.0,108048.0,44,Private,17800.0,Van,yes,2,1.0,Highly Urban/ Urban,7
45.0,11.0,53896.0,41,Private,11570.0,Minivan,no,2,3.0,Highly Urban/ Urban,5
29.0,7.0,25690.0,36,Private,14750.0,SUV,no,1,1.0,Highly Rural/ Rural,5
53.0,10.0,41924.0,51,Private,11150.0,SUV,no,0,7.0,Highly Rural/ Rural,6
49.0,0.0,0.0,24,Commercial,6200.0,Pickup,yes,2,1.0,Highly Rural/ Rural,5
48.0,5.0,14938.0,16,Private,6300.0,SUV,no,5,10.0,Highly Urban/ Urban,5
31.0,7.0,27439.0,26,Private,4500.0,SUV,no,0,1.0,Highly Urban/ Urban,4
51.0,15.0,109836.0,42,Commercial,1500.0,Sports Car,no,1,6.0,Highly Urban/ Urban,8
38.0,9.0,62290.0,22,Commercial,11530.0,Sports Car,no,2,9.0,Highly Urban/ Urban,7
33.0,12.0,3068.0,35,Private,5110.0,SUV,no,0,7.0,Highly Urban/ Urban,5
46.0,8.0,177562.0,53,Commercial,22110.0,Pickup,no,3,19.0,Highly Urban/ Urban,9
48.0,12.0,80016.0,36,Commercial,33550.0,Van,no,0,7.0,Highly Urban/ Urban,7
31.0,13.0,30089.0,36,Commercial,31510.0,Panel Truck,yes,4,1.0,Highly Urban/ Urban,7
60.0,12.0,71840.0,33,Private,7500.0,SUV,no,4,13.0,Highly Urban/ Urban,5
46.0,8.0,23655.0,40,Commercial,9340.0,Pickup,yes,4,7.0,Highly Urban/ Urban,8
36.0,12.0,105674.0,5,Private,30620.0,Pickup,no,1,13.0,Highly Urban/ Urban,5
39.0,9.0,133060.0,44,Private,5400.0,Sports Car,no,1,18.0,Highly Urban/ Urban,8
27.0,13.0,67168.0,36,Private,15570.0,Minivan,no,0,9.0,Highly Urban/ Urban,6
37.0,15.0,62894.0,70,Private,23120.0,Sports Car,no,4,14.0,Highly Urban/ Urban,6
41.0,0.0,0.0,34,Private,5990.0,SUV,no,0,1.0,Highly Rural/ Rural,4
47.0,5.0,32577.0,61,Commercial,16600.0,Van,yes,0,1.0,Highly Urban/ Urban,7
46.0,13.0,66522.0,36,Commercial,19860.0,SUV,no,0,11.0,Highly Urban/ Urban,6
43.0,12.0,72605.0,5,Private,15800.0,SUV,no,0,6.0,Highly Urban/ Urban,6
39.0,7.0,3414.0,9,Private,10840.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
37.0,12.0,87762.0,50,Commercial,23970.0,Panel Truck,yes,0,3.0,Highly Rural/ Rural,6
50.0,12.0,108224.0,35,Private,27010.0,Minivan,no,7,19.0,Highly Urban/ Urban,8
61.0,8.0,19222.0,39,Commercial,25620.0,Pickup,no,5,6.0,Highly Rural/ Rural,8
61.0,12.0,179536.0,45,Private,25550.0,Minivan,no,1,19.0,Highly Urban/ Urban,8
52.0,8.0,129561.0,46,Private,19660.0,Minivan,yes,1,12.0,Highly Urban/ Urban,6
44.0,12.0,100046.0,38,Private,14810.0,SUV,no,0,6.0,Highly Rural/ Rural,7
32.0,10.0,22901.0,49,Private,13200.0,Minivan,no,1,6.0,Highly Urban/ Urban,6
32.0,13.0,189093.0,27,Commercial,33600.0,Panel Truck,yes,0,7.0,Highly Urban/ Urban,8
33.0,9.0,31675.0,25,Commercial,4800.0,SUV,no,0,1.0,Highly Urban/ Urban,5
41.0,14.0,45153.0,26,Private,13730.0,SUV,no,3,10.0,Highly Urban/ Urban,4
46.0,0.0,0.0,53,Private,6100.0,SUV,no,5,12.0,Highly Urban/ Urban,5
39.0,13.0,31906.0,74,Commercial,11120.0,Pickup,yes,0,1.0,Highly Urban/ Urban,6
57.0,15.0,94042.0,41,Commercial,32660.0,Panel Truck,yes,0,12.0,Highly Urban/ Urban,7
43.0,10.0,36115.0,46,Commercial,11410.0,Pickup,yes,3,1.0,Highly Urban/ Urban,7
42.0,13.0,30458.0,37,Private,5700.0,SUV,no,0,1.0,Highly Urban/ Urban,5
19.0,9.0,6284.0,33,Private,17300.0,Van,yes,5,5.0,Highly Urban/ Urban,6
57.0,0.0,0.0,37,Private,1500.0,SUV,no,0,4.0,Highly Urban/ Urban,5
58.0,13.0,151814.0,35,Private,11440.0,SUV,no,1,14.0,Highly Urban/ Urban,6
56.0,13.0,23830.0,8,Private,5470.0,Pickup,no,0,1.0,Highly Rural/ Rural,4
48.0,10.0,123223.0,34,Commercial,24380.0,Panel Truck,yes,0,11.0,Highly Urban/ Urban,7
46.0,14.0,84614.0,37,Commercial,38420.0,Panel Truck,yes,0,1.0,Highly Urban/ Urban,7
42.0,10.0,38943.0,32,Commercial,10010.0,SUV,no,4,11.0,Highly Urban/ Urban,6
43.0,11.0,30183.0,17,Private,8820.0,SUV,no,0,1.0,Highly Urban/ Urban,4
37.0,16.0,122598.0,48,Private,28800.0,Pickup,no,4,12.0,Highly Urban/ Urban,6
38.0,0.0,0.0,21,Private,1500.0,Minivan,no,0,7.0,Highly Urban/ Urban,4
58.0,17.0,51318.0,16,Private,13080.0,Minivan,yes,0,5.0,Highly Urban/ Urban,6
51.0,14.0,35579.0,24,Private,13830.0,Minivan,yes,0,6.0,Highly Urban/ Urban,6
53.0,12.0,88712.0,49,Private,16310.0,SUV,no,2,11.0,Highly Urban/ Urban,5
51.0,12.0,106036.0,37,Private,12100.0,SUV,no,0,19.0,Highly Urban/ Urban,8
34.0,9.0,36648.0,47,Private,11980.0,Minivan,yes,0,12.0,Highly Urban/ Urban,5
48.0,12.0,49551.0,24,Private,6300.0,SUV,no,2,1.0,Highly Urban/ Urban,4
46.0,13.0,64030.0,24,Private,7900.0,Minivan,yes,0,13.0,Highly Urban/ Urban,4
41.0,10.0,97497.0,26,Private,20970.0,Minivan,no,4,13.0,Highly Urban/ Urban,5
54.0,13.0,39048.0,64,Private,22670.0,Minivan,yes,5,7.0,Highly Urban/ Urban,7
41.0,11.0,43670.0,25,Commercial,9970.0,SUV,no,0,1.0,Highly Urban/ Urban,5
33.0,0.0,0.0,45,Commercial,21380.0,Van,yes,7,7.0,Highly Urban/ Urban,7
51.0,18.0,30531.0,35,Commercial,6600.0,SUV,no,6,1.0,Highly Urban/ Urban,5
45.0,18.0,7696.0,43,Private,9790.0,Pickup,yes,0,1.0,Highly Urban/ Urban,5
55.0,13.0,54844.0,5,Private,21060.0,Van,no,0,11.0,Highly Urban/ Urban,4
52.0,15.0,61586.0,16,Private,20340.0,SUV,no,1,1.0,Highly Urban/ Urban,5
30.0,11.0,200175.0,5,Private,18820.0,SUV,no,0,13.0,Highly Urban/ Urban,5
54.0,14.0,114422.0,33,Private,23350.0,SUV,no,0,16.0,Highly Urban/ Urban,7
52.0,11.0,106169.0,13,Private,21650.0,Minivan,no,1,10.0,Highly Urban/ Urban,5
34.0,12.0,80475.0,39,Private,9550.0,SUV,no,2,7.0,Highly Urban/ Urban,6
46.0,7.0,4034.0,40,Commercial,6500.0,SUV,no,0,7.0,Highly Rural/ Rural,6
45.0,12.0,36544.0,57,Private,15670.0,SUV,no,0,1.0,Highly Rural/ Rural,5
30.0,12.0,58248.0,25,Private,14380.0,Minivan,no,2,1.0,Highly Urban/ Urban,4
43.0,11.0,56331.0,44,Private,21130.0,Van,yes,3,4.0,Highly Rural/ Rural,5
49.0,7.0,86847.0,33,Commercial,23210.0,Panel Truck,yes,0,6.0,Highly Rural/ Rural,7
46.0,11.0,47520.0,30,Commercial,22000.0,Sports Car,no,1,8.0,Highly Rural/ Rural,6
44.0,14.0,134967.0,31,Private,20580.0,Pickup,no,0,18.0,Highly Urban/ Urban,7
56.0,12.0,0.0,13,Private,29940.0,Van,no,0,5.0,Highly Urban/ Urban,5
67.0,17.0,30182.0,25,Private,20610.0,Sports Car,no,2,8.0,Highly Urban/ Urban,7
44.0,9.0,40069.0,28,Commercial,12070.0,Minivan,yes,7,1.0,Highly Urban/ Urban,7
37.0,11.0,22401.0,33,Private,7440.0,Sports Car,no,6,4.0,Highly Urban/ Urban,5
47.0,12.0,58414.0,33,Commercial,22250.0,Van,no,0,1.0,Highly Urban/ Urban,5
52.0,11.0,90349.0,40,Private,30200.0,Minivan,no,3,6.0,Highly Urban/ Urban,7
47.0,12.0,120030.0,6,Private,6200.0,SUV,no,3,16.0,Highly Urban/ Urban,7
33.0,12.0,5206.0,25,Commercial,5980.0,SUV,no,4,10.0,Highly Urban/ Urban,4
48.0,5.0,78374.0,27,Commercial,9730.0,Minivan,no,1,1.0,Highly Urban/ Urban,6
52.0,11.0,12169.0,26,Private,13340.0,SUV,no,2,4.0,Highly Urban/ Urban,5
50.0,14.0,81493.0,44,Commercial,35340.0,Minivan,yes,11,7.0,Highly Urban/ Urban,9
49.0,9.0,71192.0,8,Private,6360.0,SUV,no,0,20.0,Highly Urban/ Urban,7
36.0,0.0,0.0,21,Commercial,12360.0,Minivan,yes,7,1.0,Highly Rural/ Rural,5
57.0,15.0,98323.0,21,Private,11330.0,SUV,no,0,11.0,Highly Urban/ Urban,5
53.0,16.0,59931.0,31,Private,13770.0,Minivan,yes,0,1.0,Highly Rural/ Rural,5
42.0,10.0,137878.0,30,Commercial,33920.0,Panel Truck,yes,0,14.0,Highly Urban/ Urban,7
56.0,13.0,60286.0,43,Commercial,13130.0,SUV,no,0,11.0,Highly Rural/ Rural,6
21.0,6.0,5411.0,23,Commercial,28600.0,Panel Truck,no,6,1.0,Highly Rural/ Rural,6
26.0,10.0,46604.0,55,Commercial,8760.0,Minivan,yes,9,1.0,Highly Urban/ Urban,6
39.0,0.0,0.0,10,Private,5400.0,Sports Car,no,0,1.0,Highly Urban/ Urban,4
42.0,11.0,105796.0,21,Private,26880.0,Sports Car,no,0,12.0,Highly Urban/ Urban,6
32.0,12.0,70298.0,46,Commercial,11730.0,SUV,no,5,6.0,Highly Urban/ Urban,7
54.0,16.0,49268.0,20,Commercial,17810.0,Van,no,1,12.0,Highly Urban/ Urban,4
39.0,0.0,0.0,5,Private,5400.0,Sports Car,no,6,6.0,Highly Urban/ Urban,6
39.0,12.0,33570.0,44,Private,8520.0,Minivan,no,3,11.0,Highly Rural/ Rural,3
48.0,7.0,114869.0,5,Private,6300.0,SUV,no,0,15.0,Highly Urban/ Urban,5
45.0,12.0,5106.0,20,Private,13240.0,SUV,no,2,9.0,Highly Urban/ Urban,6
46.0,10.0,21238.0,39,Private,14410.0,Minivan,yes,3,7.0,Highly Urban/ Urban,7
51.0,12.0,58714.0,17,Private,11560.0,SUV,no,1,10.0,Highly Urban/ Urban,5
45.0,4.0,83111.0,31,Commercial,18610.0,Van,no,2,7.0,Highly Urban/ Urban,7
40.0,0.0,0.0,53,Commercial,22180.0,Sports Car,no,0,1.0,Highly Rural/ Rural,5
59.0,12.0,83208.0,49,Commercial,22280.0,Pickup,no,0,13.0,Highly Urban/ Urban,6
37.0,16.0,50822.0,46,Private,13540.0,SUV,no,0,1.0,Highly Rural/ Rural,5
51.0,15.0,23772.0,25,Commercial,23860.0,Panel Truck,no,0,1.0,Highly Rural/ Rural,5
63.0,9.0,87516.0,37,Private,13790.0,Sports Car,yes,0,14.0,Highly Urban/ Urban,7
40.0,0.0,0.0,61,Private,1500.0,Minivan,yes,0,1.0,Highly Urban/ Urban,4
41.0,13.0,104001.0,9,Commercial,11900.0,Pickup,yes,2,14.0,Highly Urban/ Urban,6
33.0,13.0,35263.0,41,Commercial,10620.0,Minivan,no,3,1.0,Highly Urban/ Urban,5
52.0,11.0,66139.0,11,Private,10600.0,Pickup,no,0,14.0,Highly Urban/ Urban,5
38.0,8.0,62177.0,34,Commercial,7300.0,Pickup,no,0,8.0,Highly Urban/ Urban,6
51.0,11.0,69554.0,50,Commercial,6600.0,Pickup,yes,2,10.0,Highly Rural/ Rural,5
43.0,8.0,45304.0,58,Commercial,14190.0,Minivan,yes,3,1.0,Highly Urban/ Urban,6
45.0,12.0,87334.0,18,Private,14730.0,Minivan,yes,2,7.0,Highly Urban/ Urban,6
42.0,12.0,92395.0,20,Commercial,10470.0,Pickup,no,4,11.0,Highly Urban/ Urban,6
48.0,10.0,34606.0,59,Private,3920.0,Minivan,yes,1,1.0,Highly Urban/ Urban,5
32.0,9.0,27462.0,30,Private,11630.0,SUV,no,0,1.0,Highly Rural/ Rural,4
52.0,12.0,40601.0,28,Private,11350.0,SUV,no,0,12.0,Highly Urban/ Urban,4
24.0,9.0,21455.0,8,Private,6050.0,Pickup,yes,6,5.0,Highly Urban/ Urban,6
40.0,13.0,0.0,66,Commercial,15930.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
55.0,11.0,39975.0,57,Private,11860.0,Sports Car,no,0,1.0,Highly Urban/ Urban,6
45.0,11.0,3006.0,39,Commercial,30050.0,Van,no,2,1.0,Highly Rural/ Rural,5
49.0,15.0,22978.0,5,Private,20010.0,Van,yes,0,9.0,Highly Urban/ Urban,6
25.0,0.0,0.0,52,Private,17650.0,Sports Car,no,3,1.0,Highly Urban/ Urban,6
63.0,15.0,42209.0,22,Commercial,16850.0,Minivan,no,1,9.0,Highly Urban/ Urban,6
45.0,14.0,3532.0,35,Private,6350.0,SUV,no,2,6.0,Highly Urban/ Urban,5
37.0,13.0,56637.0,34,Private,10860.0,Pickup,yes,0,10.0,Highly Urban/ Urban,5
49.0,12.0,50295.0,38,Commercial,10390.0,Pickup,yes,1,13.0,Highly Urban/ Urban,6
29.0,3.0,26911.0,34,Private,18970.0,Pickup,no,5,1.0,Highly Urban/ Urban,6
34.0,13.0,20299.0,45,Private,18140.0,SUV,no,3,1.0,Highly Rural/ Rural,4
56.0,4.0,95560.0,80,Private,5450.0,Pickup,yes,0,1.0,Highly Urban/ Urban,8
49.0,12.0,115666.0,17,Private,14590.0,Minivan,no,1,12.0,Highly Urban/ Urban,5
33.0,5.0,12067.0,19,Private,3170.0,Sports Car,no,0,1.0,Highly Urban/ Urban,5
54.0,0.0,0.0,47,Private,14530.0,Sports Car,no,4,1.0,Highly Rural/ Rural,6
39.0,12.0,94059.0,33,Commercial,42320.0,Panel Truck,yes,0,6.0,Highly Urban/ Urban,7
44.0,11.0,126023.0,17,Private,5900.0,SUV,no,0,13.0,Highly Urban/ Urban,5
30.0,13.0,10355.0,23,Commercial,19080.0,Van,no,3,1.0,Highly Urban/ Urban,4
53.0,5.0,183296.0,10,Private,34030.0,Minivan,no,0,1.0,Highly Urban/ Urban,7
39.0,5.0,26440.0,67,Private,9640.0,SUV,no,0,1.0,Highly Rural/ Rural,5
36.0,12.0,53169.0,44,Private,9610.0,SUV,no,5,1.0,Highly Rural/ Rural,5
29.0,8.0,38494.0,59,Commercial,29190.0,Panel Truck,yes,0,8.0,Highly Rural/ Rural,7
32.0,10.0,6930.0,42,Commercial,23660.0,Panel Truck,yes,1,8.0,Highly Urban/ Urban,7
51.0,12.0,40038.0,45,Commercial,28460.0,Panel Truck,yes,1,1.0,Highly Urban/ Urban,6
49.0,10.0,73241.0,36,Commercial,6400.0,Pickup,yes,1,15.0,Highly Urban/ Urban,6
48.0,11.0,138905.0,14,Commercial,29980.0,Panel Truck,yes,0,13.0,Highly Urban/ Urban,6
56.0,10.0,29783.0,30,Private,17990.0,Minivan,no,2,2.0,Highly Urban/ Urban,5
37.0,10.0,86754.0,21,Private,13880.0,Sports Car,no,2,13.0,Highly Urban/ Urban,5
37.0,14.0,66175.0,51,Private,13240.0,SUV,no,4,1.0,Highly Urban/ Urban,6
45.0,0.0,0.0,24,Private,30130.0,Minivan,no,0,15.0,Highly Urban/ Urban,4
56.0,14.0,80719.0,50,Private,13730.0,Sports Car,no,3,13.0,Highly Urban/ Urban,6
73.0,15.0,1773.0,46,Private,8980.0,Sports Car,no,1,14.0,Highly Urban/ Urban,6
48.0,11.0,11515.0,20,Private,10230.0,Minivan,no,2,1.0,Highly Urban/ Urban,4
48.0,9.0,12169.0,69,Private,7520.0,Sports Car,no,1,8.0,Highly Rural/ Rural,6
45.0,14.0,26156.0,48,Private,14460.0,SUV,no,0,10.0,Highly Urban/ Urban,5
33.0,14.0,86451.0,40,Private,13450.0,Minivan,no,0,9.0,Highly Urban/ Urban,6
56.0,16.0,66868.0,17,Private,21050.0,Pickup,no,0,6.0,Highly Urban/ Urban,7
55.0,16.0,42815.0,47,Private,14690.0,Minivan,yes,0,8.0,Highly Urban/ Urban,6
55.0,0.0,0.0,31,Private,1500.0,SUV,no,5,1.0,Highly Urban/ Urban,5
54.0,11.0,95024.0,53,Private,22930.0,SUV,no,6,12.0,Highly Urban/ Urban,6
25.0,13.0,55422.0,61,Private,9540.0,SUV,no,0,1.0,Highly Urban/ Urban,5
42.0,15.0,21863.0,30,Private,7890.0,Pickup,yes,0,1.0,Highly Urban/ Urban,5
41.0,14.0,86860.0,33,Commercial,16020.0,Minivan,no,4,1.0,Highly Urban/ Urban,6
56.0,15.0,82370.0,15,Private,15340.0,SUV,no,0,15.0,Highly Urban/ Urban,5
35.0,0.0,0.0,15,Private,6050.0,Pickup,yes,0,1.0,Highly Urban/ Urban,4
46.0,3.0,0.0,44,Private,7330.0,Pickup,yes,2,4.0,Highly Rural/ Rural,6
55.0,2.0,38371.0,44,Commercial,12820.0,SUV,no,6,9.0,Highly Urban/ Urban,8
33.0,12.0,66803.0,32,Private,14390.0,Minivan,yes,0,17.0,Highly Urban/ Urban,6
43.0,12.0,46793.0,34,Commercial,10340.0,Pickup,yes,0,1.0,Highly Urban/ Urban,6
48.0,0.0,0.0,44,Commercial,7220.0,Pickup,yes,0,7.0,Highly Rural/ Rural,6
33.0,9.0,74138.0,5,Private,13640.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
49.0,13.0,59743.0,11,Commercial,12370.0,Minivan,no,4,10.0,Highly Urban/ Urban,5
56.0,15.0,92145.0,7,Private,11650.0,Pickup,yes,4,8.0,Highly Urban/ Urban,8
35.0,12.0,3028.0,40,Private,5300.0,Pickup,no,4,10.0,Highly Urban/ Urban,4
48.0,7.0,24212.0,38,Private,19520.0,Van,yes,3,8.0,Highly Urban/ Urban,7
56.0,13.0,66579.0,29,Private,12820.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
42.0,14.0,23853.0,46,Private,15850.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
40.0,7.0,14848.0,26,Private,12060.0,SUV,no,0,4.0,Highly Rural/ Rural,4
41.0,12.0,14129.0,54,Private,15210.0,Minivan,yes,7,6.0,Highly Urban/ Urban,7
56.0,15.0,88858.0,20,Private,5670.0,SUV,no,2,19.0,Highly Urban/ Urban,7
40.0,12.0,77388.0,17,Private,9240.0,SUV,no,0,14.0,Highly Urban/ Urban,4
43.0,10.0,46119.0,51,Commercial,10410.0,Pickup,yes,0,1.0,Highly Urban/ Urban,7
55.0,11.0,241408.0,41,Private,41230.0,Van,no,0,17.0,Highly Urban/ Urban,8
34.0,12.0,17698.0,35,Private,6670.0,Sports Car,no,0,1.0,Highly Rural/ Rural,4
29.0,12.0,15958.0,30,Private,6000.0,Pickup,yes,4,1.0,Highly Urban/ Urban,5
47.0,9.0,47331.0,37,Private,10930.0,Pickup,no,1,13.0,Highly Urban/ Urban,5
49.0,10.0,29998.0,48,Private,18110.0,Van,yes,1,12.0,Highly Urban/ Urban,5
56.0,16.0,38338.0,26,Private,2160.0,Minivan,no,3,6.0,Highly Urban/ Urban,5
38.0,12.0,0.0,12,Private,5720.0,Sports Car,no,0,6.0,Highly Urban/ Urban,5
49.0,12.0,106541.0,26,Commercial,6400.0,SUV,no,4,12.0,Highly Urban/ Urban,6
30.0,11.0,175172.0,38,Private,29470.0,Pickup,no,0,1.0,Highly Urban/ Urban,6
53.0,14.0,107394.0,20,Commercial,17540.0,SUV,no,1,1.0,Highly Urban/ Urban,6
43.0,15.0,89534.0,43,Private,28890.0,Minivan,no,0,13.0,Highly Urban/ Urban,5
39.0,13.0,110251.0,36,Commercial,38900.0,Panel Truck,yes,3,1.0,Highly Urban/ Urban,7
44.0,11.0,50747.0,28,Commercial,24210.0,Panel Truck,yes,3,16.0,Highly Urban/ Urban,8
50.0,15.0,39861.0,22,Private,10490.0,SUV,no,0,8.0,Highly Urban/ Urban,6
39.0,12.0,111072.0,33,Private,9560.0,SUV,no,4,10.0,Highly Urban/ Urban,5
45.0,13.0,109361.0,9,Private,1500.0,SUV,no,0,16.0,Highly Urban/ Urban,7
51.0,11.0,0.0,31,Commercial,10670.0,Pickup,yes,0,10.0,Highly Urban/ Urban,5
51.0,11.0,172877.0,5,Commercial,28650.0,Pickup,no,0,1.0,Highly Urban/ Urban,6
52.0,12.0,99034.0,23,Private,26660.0,Minivan,no,0,12.0,Highly Urban/ Urban,4
33.0,7.0,66604.0,29,Private,11460.0,SUV,no,3,10.0,Highly Urban/ Urban,5
37.0,8.0,85208.0,26,Private,13410.0,Sports Car,no,0,14.0,Highly Urban/ Urban,5
48.0,13.0,59232.0,31,Private,7710.0,Sports Car,no,4,8.0,Highly Urban/ Urban,7
27.0,11.0,64412.0,29,Commercial,4200.0,Sports Car,no,6,6.0,Highly Urban/ Urban,7
48.0,8.0,28012.0,38,Private,26370.0,Pickup,no,0,7.0,Highly Urban/ Urban,7
34.0,10.0,19742.0,13,Commercial,5200.0,SUV,no,2,8.0,Highly Urban/ Urban,6
39.0,5.0,77044.0,34,Private,13100.0,SUV,no,6,1.0,Highly Urban/ Urban,6
37.0,12.0,62010.0,33,Commercial,7700.0,Pickup,yes,2,10.0,Highly Urban/ Urban,5
52.0,15.0,99963.0,33,Commercial,29850.0,Pickup,no,3,1.0,Highly Urban/ Urban,6
57.0,12.0,33707.0,40,Private,7200.0,SUV,no,1,1.0,Highly Rural/ Rural,5
30.0,9.0,18447.0,45,Private,3340.0,Sports Car,no,2,5.0,Highly Urban/ Urban,5
48.0,11.0,65240.0,5,Commercial,12040.0,Sports Car,no,3,1.0,Highly Urban/ Urban,6
47.0,11.0,90305.0,49,Private,15470.0,Minivan,no,3,14.0,Highly Urban/ Urban,5
49.0,11.0,0.0,8,Private,8730.0,Minivan,yes,0,9.0,Highly Urban/ Urban,5
51.0,12.0,55657.0,41,Private,20030.0,SUV,no,4,8.0,Highly Rural/ Rural,7
46.0,6.0,83277.0,5,Private,23090.0,Minivan,no,1,4.0,Highly Urban/ Urban,5
55.0,16.0,174355.0,38,Commercial,16230.0,Van,yes,0,1.0,Highly Urban/ Urban,7
